,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
52,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24919981,"So with Russia, with the USA, Turkey is working on the process,' Erdogan said.",Engage in diplomatic cooperation,"Erdogan Hopes for US, Russia-Coordinated Truce in Aleppo Ahead of Next Week's Eid Holiday","(2016, 36, 3)",3.5,36.2012,37.1612,9,Muhafazat Halab,Unknown,4,Factiva,Turkey,Turkey,NULL,42114306,United States,United States,NULL,2016
53,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24919982,"So with Russia, with the USA, Turkey is working on the process,' Erdogan said.",Engage in diplomatic cooperation,"Erdogan Hopes for US, Russia-Coordinated Truce in Aleppo Ahead of Next Week's Eid Holiday","(2016, 36, 3)",3.5,36.2012,37.1612,9,Muhafazat Halab,Unknown,4,Factiva,Turkey,Turkey,NULL,42114306,Russian Federation,Russia,NULL,2016
54,Shubra al Khaymah,Egypt,2016-09-05,NULL,2016-09-05,ICEWS24919909,"Sep 05, 2016 (Amnesty International/All Africa Global Media via COMTEX) -- On 28 August human rights defender Malek Adly was released from a police station in Shubra al-Khaimah, three days after a court ordered his release and rejected an appeal by the Public Prosecution against the decision.","Return, release person(s)",Good News! - Human Rights Defender Malek Adly Released [press release],"(2016, 36, 3)",7,30.1251,31.2505,9,Muhafazat al Qalyubiyah,All Africa,1,Factiva,Saudi Arabia,Police (Saudi Arabia),"Police,Government",42114407,Saudi Arabia,Citizen (Saudi Arabia),"General Population / Civilian / Social,Social",2016
55,Shubra al Khaymah,Egypt,2016-09-05,NULL,2016-09-05,ICEWS24919910,Malek Adly spent 115 days in detention following his arrest last May for challenging the government's decision to transfer control of two Red Sea islands to Saudi Arabia.,Criticize or denounce,Good News! - Human Rights Defender Malek Adly Released [press release],"(2016, 36, 3)",-2,30.1251,31.2505,9,Muhafazat al Qalyubiyah,All Africa,5,Factiva,Saudi Arabia,Citizen (Saudi Arabia),"General Population / Civilian / Social,Social",42114407,Saudi Arabia,Government (Saudi Arabia),Government,2016
72,Riyadh,Saudi Arabia,2016-09-05,NULL,2016-09-05,ICEWS24920365,"Its prestige was damaged by the 2015 disaster, in which Riyadh said 769 pilgrims were killed - the highest haj death toll since a crush in 1990.",Make statement,Saudi Arabia strives to prevent repeat of fatal crush at haj,"(2016, 36, 3)",0,24.6877,46.7219,9,Mintaqat ar Riyad,Reuters News,4,Factiva,Saudi Arabia,Saudi Arabia,NULL,42114832,Saudi Arabia,Pilgrim (Saudi Arabia),"National Religious,Social",2016
73,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920317,The president said he was working with U.S.-led coalition forces and Russia to establish a ceasefire in Aleppo before the Eid al-Adha religious holiday expected to start around Sept. 11.,Cooperate militarily,"At G20 meeting, Turkey pushes plan for 'safe zone' in Syria","(2016, 36, 3)",7.4,36.2012,37.1612,9,Muhafazat Halab,Reuters News,5,Factiva,Turkey,Recep Tayyip Erdoğan,"Elite,Ideological,Center Right,Executive Office,Executive,(National) Major Party,Parties,Government,Sunni,International Religious",42114842,United States,Military (United States),"Military,Government",2016
74,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920318,The president said he was working with U.S.-led coalition forces and Russia to establish a ceasefire in Aleppo before the Eid al-Adha religious holiday expected to start around Sept. 11.,Engage in diplomatic cooperation,"At G20 meeting, Turkey pushes plan for 'safe zone' in Syria","(2016, 36, 3)",3.5,36.2012,37.1612,9,Muhafazat Halab,Reuters News,5,Factiva,Turkey,Recep Tayyip Erdoğan,"Elite,Ideological,Center Right,Executive Office,Executive,(National) Major Party,Parties,Government,Sunni,International Religious",42114842,Russian Federation,Russia,NULL,2016
75,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920150,"Turkey and Russia cooperate on issues of the ceasefire regime in Syria and normalization of the situation in Aleppo, Turkish President Recep Tayyip Erdogan said on Monday at a news conference after the Group pf Twenty (G20) summit in China, shown on the TRT TV channel.",Engage in diplomatic cooperation,"Turkey, Russia to develop cooperation on Syrian ceasefire - Erdogan","(2016, 36, 3)",3.5,36.2012,37.1612,9,Muhafazat Halab,Unknown,1,Factiva,Turkey,Turkey,NULL,42114868,Russian Federation,Russia,NULL,2016
76,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920151,"Turkey and Russia cooperate on issues of the ceasefire regime in Syria and normalization of the situation in Aleppo, Turkish President Recep Tayyip Erdogan said on Monday at a news conference after the Group pf Twenty (G20) summit in China, shown on the TRT TV channel.",Engage in diplomatic cooperation,"Turkey, Russia to develop cooperation on Syrian ceasefire - Erdogan","(2016, 36, 3)",3.5,36.2012,37.1612,9,Muhafazat Halab,Unknown,1,Factiva,Russian Federation,Russia,NULL,42114868,Turkey,Turkey,NULL,2016
77,Damascus,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920382,"The IS-affiliated Amaq news agency said the jihadist group was behind a 'string of simultaneous suicide attacks' in Damascus, coastal Tartus, central Homs, and Hasakeh in the northeast.",Make statement,IS claims string of deadly bombs across Syria: Amaq agency,"(2016, 36, 3)",0,33.5102,36.2913,9,Dimashq,Agence France-Presse,2,Factiva,Syria,Media (Syria),"Social,Media",42114922,Iraq,Islamic State of Iraq and the Levant,"Ideological,Dissident,Insurgents,Muslim,Sunni,International Religious,Fundamentalist",2016
78,Damascus,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920403,"The claim was issued via IS's self-styled news agency Amaq which said that IS militants had carried out a series of coordinated attacks in Damascus, Tartous and Homs.",Make statement,IS claims wave attacks in Syria,"(2016, 36, 3)",0,33.5102,36.2913,9,Dimashq,BBC Monitoring Newsfile,3,Factiva,Syria,Media (Syria),"Social,Media",42114983,Syria,Militant (Syria),Unidentified Forces,2016
79,Damascus,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920405,"The claim was issued via IS's self-styled news agency Amaq which said that IS militants had carried out a series of coordinated attacks in Damascus, Tartous and Homs.",Use unconventional violence,IS claims wave attacks in Syria,"(2016, 36, 3)",-9,33.5102,36.2913,9,Dimashq,BBC Monitoring Newsfile,3,Factiva,Syria,Militant (Syria),Unidentified Forces,42114983,Syria,Syria,NULL,2016
80,Damascus,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920404,"It also said that areas under the Kurdish rebel group, the PKK, in Hassakeh were targeted in two bomb blasts, including a suicide bombing.",Make statement,IS claims wave attacks in Syria,"(2016, 36, 3)",0,33.5102,36.2913,9,Dimashq,BBC Monitoring Newsfile,4,Factiva,Syria,Media (Syria),"Social,Media",42114983,Syria,Syria,NULL,2016
81,Aqrab,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920445,"As reported later by his relative, who was also abducted but later released, members of the Egyptian police forces arrested both men, handcuffed and blindfolded them, without giving any specific reason.","Arrest, detain, or charge with legal action",Alkarama Alerts the UN of the Disappearance of a Lawyer [press release],"(2016, 36, 3)",-5,34.9375,36.4634,9,Muhafazat Hamah,All Africa,5,Factiva,Egypt,Police (Egypt),"Police,Government",42115007,Egypt,Men (Egypt),"General Population / Civilian / Social,Social",2016
82,NULL,Saudi Arabia,2016-09-05,NULL,2016-09-05,ICEWS24920136,"Sep 05, 2016 (Alkarama Foundation/All Africa Global Media via COMTEX) -- On 1 September 2016, Alkarama referred the case of Mohamed Said, an Egyptian citizen detained in Saudi Arabia, to the Special Rapporteur on Torture (SRT) Juan Mendez, in order to prevent his extradition from Saudi Arabia to Egypt, where he will be at risk of torture.","Arrest, detain, or charge with legal action",Saudi Arabia - An Egyptian Citizen At Risk of Torture If Extradited [press release],"(2016, 36, 3)",-5,24.6877,46.7219,9,NULL,All Africa,1,Factiva,Saudi Arabia,Saudi Arabia,NULL,42115008,Egypt,Citizen (Egypt),"General Population / Civilian / Social,Social",2016
89,NULL,Saudi Arabia,2016-09-05,NULL,2016-09-05,ICEWS24920720,"LONDON, Sept 5 (Reuters) - Saudi Arabia and Russia agreed on Monday to cooperate in oil markets, saying they will not act immediately but could limit output in future.",Express intent to cooperate,TEXT-Saudi-Russian joint statement on oil market cooperation,"(2016, 36, 3)",4,24.6877,46.7219,9,NULL,Reuters News,1,Factiva,Saudi Arabia,Saudi Arabia,NULL,42115390,Russian Federation,Russia,NULL,2016
90,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920695,"TEHRAN (FNA)- Five members of the Free Syrian Army militant group (FSA) and several civilians died after a ISIL terrorist blew himself up in the village of Haftali in Syria's Aleppo province, a local source said.",Carry out suicide bombing,Suicide Bomber Kills at Least Five FSA Militants in ISIL-Held Village in Syria's Aleppo,"(2016, 36, 3)",-10,36.2012,37.1612,9,Muhafazat Halab,FARS News Agency,1,Factiva,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",42115404,Syria,Syria,NULL,2016
91,Damascus,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920696,The FSA militants together with the Turkish army are carrying out an operation against ISIL and Kurdish fighters in Northern Syria.,Use unconventional violence,Suicide Bomber Kills at Least Five FSA Militants in ISIL-Held Village in Syria's Aleppo,"(2016, 36, 3)",-9,33.5102,36.2913,9,Dimashq,FARS News Agency,6,Factiva,Syria,Militant (Free Syrian Army),"Dissident,Insurgents",42115404,Syria,Combatant (Syrian Kurds),"Kurd (Ethnic Group),International Ethnic,National Ethnic Minority,Social,National Ethnic",2016
92,Tafas,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920551,TEHRAN (FNA)- A command center of the Takfiri terrorists in the town of Tafas was completely destroyed in a Syrian Army attack.,Use conventional military force,Terrorists' Command Center in Northwestern Dara'a Destroyed in Syrian Army Offensive,"(2016, 36, 3)",-10,32.7356,36.0669,9,Muhafazat Dar`a,FARS News Agency,1,Factiva,Syria,Syria,NULL,42115407,Syria,Terrorist (Syria),"Rebel,Dissident",2016
93,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920775,TEHRAN (FNA)- Informed sources disclosed on Monday that ISIL's leader Abu Bakr al-Baghdadi is running consultations with his senior commanders to pick up a successor for his dead spokesman Abu Mohammad al-Adnani who was killed in a Russian airstrike on the terrorist group's military position in the city of Aleppo on Wednesday.,Employ aerial weapons,Abu Bakr Al-Baghdadi Consulting to Choose Successor for Dead Spokesman,"(2016, 36, 3)",-10,36.2012,37.1612,9,Muhafazat Halab,FARS News Agency,1,Factiva,Russian Federation,Russia,NULL,42115408,Syria,Syria,NULL,2016
94,Baghdad,Iraq,2016-09-05,NULL,2016-09-05,ICEWS24920778,TEHRAN (FNA)- Iranian Ambassador to Baghdad Hassan Danayeefar in a meeting with former Iraqi Prime Minister Nouri al-Maliki in Baghdad renewed his country's support for the Iraqi government and nation in their ongoing war against the terrorist groups.,Praise or endorse,Iran Renews Support for Iraq in War on Terrorism,"(2016, 36, 3)",3.4,33.3406,44.4009,9,Muhafazat Baghdad,FARS News Agency,1,Factiva,Iran,Foreign Affairs (Iran),"Foreign Ministry,Government,Executive",42115415,Iraq,Government (Iraq),Government,2016
95,Mosul,Iraq,2016-09-05,NULL,2016-09-05,ICEWS24920779,"The former Iraqi Prime Minister, meantime, thanked Iran for rendering support for the Iraqi government and nation in their war against terrorist groups.",Praise or endorse,Iran Renews Support for Iraq in War on Terrorism,"(2016, 36, 3)",3.4,36.335,43.1189,9,Muhafazat Ninawa,FARS News Agency,4,Factiva,Iraq,Head of Government (Iraq),"Executive Office,Government,Executive",42115415,Iran,Iran,NULL,2016
96,Mosul,Iraq,2016-09-05,NULL,2016-09-05,ICEWS24920780,"In relevant remarks in late August, Iranian Parliament Speaker Ali Larijani renewed his country's support for the territorial integrity of Iraq.",Praise or endorse,Iran Renews Support for Iraq in War on Terrorism,"(2016, 36, 3)",3.4,36.335,43.1189,9,Muhafazat Ninawa,FARS News Agency,5,Factiva,Iran,Ali Ardashir Larijani,"Parties,Ideological,Legislative / Parliamentary,Unicameral,Nationalist,Government,(National) Major Party,Executive",42115415,Iraq,Iraq,NULL,2016
97,Cairo,Egypt,2016-09-05,NULL,2016-09-05,ICEWS24920767,"He also thanked the Russian leader for an opportunity to meet, saying Cairo remains committed to developing ties with Russia.",Make statement,Egypt president gives high marks to economic ties with Russia,"(2016, 36, 3)",0,30.0626,31.2497,9,Muhafazat al Qahirah,Unknown,5,Factiva,Russian Federation,Vladimir Putin,"Government,Ideological,Executive Office,Executive,(National) Major Party,Parties,Center Right,Elite",42115537,Egypt,Egypt,NULL,2016
98,Riyadh,Saudi Arabia,2016-09-05,NULL,2016-09-05,ICEWS24920697,"He further said that the Saudi government is not competent to manage Medina and Mecca, saying that the rights of the Iranian pilgrims 'martyred' in the stampede should not be forgotten, the radio quoted.",Make statement,Programme summary of Iranian radio news 0930 gmt 5 Sep 16,"(2016, 36, 3)",0,24.6877,46.7219,9,Mintaqat ar Riyad,BBC Monitoring Caucasus,6,Factiva,Saudi Arabia,Government (Saudi Arabia),Government,42115704,Iran,Pilgrim (Iran),"Social,National Religious",2016
99,Cairo,Egypt,2016-09-05,NULL,2016-09-05,ICEWS24920741,"CAIRO (AP) — An Egyptian rights group says Egypt has built over a dozen new prisons following the military's 2013 ouster of Islamist President Mohammed Morsi, increasing the total number of prisons in the country in by a third.",Make statement,Egypt built a dozen prisons since 2013 ouster of Islamist,"(2016, 36, 3)",0,30.0626,31.2497,9,Muhafazat al Qahirah,Associated Press Newswires,1,Factiva,Egypt,Rights Activist (Egypt),"Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs,Nongovernmental Organization (International)",42115707,Egypt,Egypt,NULL,2016
100,Cairo,Egypt,2016-09-05,NULL,2016-09-05,ICEWS24920742,The group says the 'increase in the number of prisons means a rise in the deprivation of freedom' in Egypt.,Make statement,Egypt built a dozen prisons since 2013 ouster of Islamist,"(2016, 36, 3)",0,30.0626,31.2497,9,Muhafazat al Qahirah,Associated Press Newswires,6,Factiva,Egypt,Rights Activist (Egypt),"Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs,Nongovernmental Organization (International)",42115707,Egypt,Police (Egypt),"Police,Government",2016
101,NULL,Egypt,2016-09-05,NULL,2016-09-05,ICEWS24920575,US Secretary of State John Kerry has met Egyptian President Abdel Fattah al-Sisi numerous times.,Consult,"Sisi bodyguard to Kerry: ‘no phone, no camera?’","(2016, 36, 3)",1,30.0626,31.2497,9,NULL,Al-Bawaba News,1,Factiva,Egypt,Abdel Fattah Al-Sisi,"Sunni,Elite,Executive,International Religious,Government,Executive Office",42115715,United States,Cabinet / Council of Ministers / Advisors (United States),"Cabinet,Executive,Government",2016
102,NULL,Bahrain,2016-09-05,NULL,2016-09-05,ICEWS24920476,"A Bahraini court will next month announce its verdict in the trial of prominent activist Nabeel Rajab whose detention has been condemned by rights groups, a judicial source said Monday.",Criticize or denounce,Verdict next month in prominent Bahrain activist trial,"(2016, 36, 3)",-2,26.2154,50.5832,9,NULL,Agence France-Presse,1,Factiva,Bahrain,Rights Activist (Bahrain),"Nongovernmental Organizations / Activists,Human Rights IGOs,Nongovernmental Organization (International),Human Rights NGOs",42115716,Bahrain,Nabeel Rajab,"Protestors / Popular Opposition / Mobs,Human Rights IGOs,Dissident,Nongovernmental Organization (International)",2016
103,NULL,Bahrain,2016-09-05,NULL,2016-09-05,ICEWS24920475,Human Rights Watch has urged Bahraini authorities to 'immediately stop the prosecution' of Rajab 'who faces up to 15 years in prison solely for charges that violate his right to free expression'.,Make an appeal or request,Verdict next month in prominent Bahrain activist trial,"(2016, 36, 3)",3,26.2154,50.5832,9,NULL,Agence France-Presse,6,Factiva,NULL,Human Rights Watch,"Nongovernmental Organization (International),Human Rights IGOs,NGO Ministry,Executive,Government",42115716,Bahrain,Other Authorities / Officials (Bahrain),Government,2016
104,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920531,"Turkey and Russia are holding talks to achieve a ceasefire in Syria’s Aleppo, President Recep Tayyip Erdogan said during the G20 summit, TRT Haber reported Sept. 5.",Engage in negotiation,"Erdogan: Turkey, Russia negotiating on Aleppo ceasefire","(2016, 36, 3)",7,36.2012,37.1612,9,Muhafazat Halab,Unknown,3,Factiva,Turkey,Turkey,NULL,42115719,Russian Federation,Russia,NULL,2016
105,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920532,"Turkey and Russia are holding talks to achieve a ceasefire in Syria’s Aleppo, President Recep Tayyip Erdogan said during the G20 summit, TRT Haber reported Sept. 5.",Engage in negotiation,"Erdogan: Turkey, Russia negotiating on Aleppo ceasefire","(2016, 36, 3)",7,36.2012,37.1612,9,Muhafazat Halab,Unknown,3,Factiva,Russian Federation,Russia,NULL,42115719,Turkey,Turkey,NULL,2016
106,NULL,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920745,One of the suspects named Borak Musab Guler searched for someone to make mortar shells while also providing guidance to militants going to Syria or arriving in Turkey.,Make a visit,Daesh Recruiting Jihadists And Heavy Weapon Makers in Turkish Villages,"(2016, 36, 3)",1.9,33.5102,36.2913,9,NULL,Unknown,5,Factiva,Iraq,Militant (Islamic State of Iraq and the Levant),"Muslim,Sunni,Ideological,International Religious,Dissident,Fundamentalist,Insurgents",42115739,Syria,Syria,NULL,2016
107,NULL,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920746,One of the suspects named Borak Musab Guler searched for someone to make mortar shells while also providing guidance to militants going to Syria or arriving in Turkey.,Host a visit,Daesh Recruiting Jihadists And Heavy Weapon Makers in Turkish Villages,"(2016, 36, 3)",2.8,33.5102,36.2913,9,NULL,Unknown,5,Factiva,Syria,Syria,NULL,42115739,Iraq,Militant (Islamic State of Iraq and the Levant),"Muslim,Sunni,Ideological,International Religious,Dissident,Fundamentalist,Insurgents",2016
117,Damascus,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920881,"DAMASCUS, Sept. 5 (Xinhua) -- The Islamic State (IS) group claimed responsibility for the six bombings that rocked key Syrian cities and killed at least 48 people earlier on Monday.",Use conventional military force,IS claims responsibility for Syria's serial bombings,"(2016, 36, 3)",-10,33.5102,36.2913,9,Dimashq,Xinhua News Agency,1,Factiva,Iraq,Islamic State of Iraq and the Levant,"Ideological,International Religious,Insurgents,Dissident,Fundamentalist,Sunni,Muslim",42116059,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",2016
118,Hasaka,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920880,"In a statement carried by the group's Amaq news agency, the IS said six of its suicide bombers had carried out bombings in the cities of Tartus, Homs, Hasakah and Damascus.","Conduct suicide, car, or other non-military bombing",IS claims responsibility for Syria's serial bombings,"(2016, 36, 3)",-10,36.5024,40.7477,9,Muhafazat al Hasakah,Xinhua News Agency,2,Factiva,Syria,Armed Gang (Syria),Unidentified Forces,42116059,Syria,Syria,NULL,2016
119,NULL,Iraq,2016-09-05,NULL,2016-09-05,ICEWS24921054,Turkish warplanes have repeatedly carried out air strikes in northern Iraq targeting the bases of Kurdistan Workers Party (PKK) militants in the Qandil mountains after a ceasefire between the state and the group broke down last summer.,Employ aerial weapons,Turkish military says 30 Kurdish militants killed in air strikes in northern Iraq,"(2016, 36, 3)",-10,36.2267,44.7611,9,Kurdistan,Reuters News,2,Factiva,Turkey,Turkey,NULL,42116065,Iraq,Iraq,NULL,2016
120,Aleppo,Syria,2016-09-05,NULL,2016-09-05,ICEWS24921037,"Backed by Russian air strikes, the Syrian army and allied militia blocked off the last route into the insurgent-held areas of eastern Aleppo on Sunday, a long-held goal in the five-year-long conflict.","Impose blockade, restrict movement","Syrian army aims to hit militants south, west of Aleppo-source","(2016, 36, 3)",-9.5,36.2012,37.1612,9,Muhafazat Halab,Reuters News,2,Factiva,Syria,Military (Syria),"Government,Military",42116069,Syria,Syria,NULL,2016
121,NULL,Syria,2016-09-05,NULL,2016-09-05,ICEWS24920962,"When Zytoon fled Syria she took with her five hard drives of footage shot between 2011 and 2013 and asked Danish director Andreas Dalsgaard to help her sort them, saying she was too traumatised to do it alone.",Make an appeal or request,Friendship and death in powerful Syrian film 'The War Show',"(2016, 36, 3)",3,33.5102,36.2913,9,NULL,Agence France-Presse,3,Factiva,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",42116107,Denmark,Citizen (Denmark),"Social,General Population / Civilian / Social",2016
